time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-23 00:00:00+00:00,14,3,10,2
2024-01-24 00:00:00+00:00,20,1,15,3
2024-01-25 00:00:00+00:00,14,3,15,5
2024-01-26 00:00:00+00:00,17,1,2,2
2024-01-27 00:00:00+00:00,3,2,3,2
2024-01-28 00:00:00+00:00,4,3,2,2
2024-01-29 00:00:00+00:00,14,1,16,2
2024-01-30 00:00:00+00:00,11,2,48,4
2024-01-31 00:00:00+00:00,14,3,4,2
2024-02-01 00:00:00+00:00,18,2,44,8
2024-02-02 00:00:00+00:00,94,12,304,9
2024-02-03 00:00:00+00:00,3,2,1,1
2024-02-04 00:00:00+00:00,9,1,4,2
2024-02-05 00:00:00+00:00,5,4,34,7
