time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-08 00:00:00+00:00,7,1,32.0,3.0
2023-05-09 00:00:00+00:00,3,2,3.0,3.0
2023-05-10 00:00:00+00:00,2,1,7.0,4.0
2023-05-11 00:00:00+00:00,12,1,3.0,3.0
2023-05-12 00:00:00+00:00,7,1,7.0,3.0
2023-05-13 00:00:00+00:00,2,1,5.0,2.0
2023-05-14 00:00:00+00:00,2,1,,
2023-05-15 00:00:00+00:00,2,1,8.0,2.0
2023-05-16 00:00:00+00:00,3,2,5.0,2.0
2023-05-17 00:00:00+00:00,4,3,30.0,6.0
2023-05-18 00:00:00+00:00,7,1,16.0,9.0
2023-05-19 00:00:00+00:00,27,1,49.0,3.0
2023-05-20 00:00:00+00:00,2,1,,
2023-05-21 00:00:00+00:00,4,2,1.0,1.0
