time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-09 00:00:00+00:00,3,2,90.0,3.0
2024-01-10 00:00:00+00:00,2,1,2.0,2.0
2024-01-11 00:00:00+00:00,3,2,43.0,7.0
2024-01-12 00:00:00+00:00,10,4,86.0,8.0
2024-01-13 00:00:00+00:00,2,1,12.0,2.0
2024-01-14 00:00:00+00:00,7,2,30.0,2.0
2024-01-15 00:00:00+00:00,30,3,67.0,8.0
2024-01-16 00:00:00+00:00,20,4,,
2024-01-17 00:00:00+00:00,18,2,28.0,2.0
2024-01-18 00:00:00+00:00,14,2,6.0,5.0
2024-01-19 00:00:00+00:00,7,1,54.0,4.0
2024-01-20 00:00:00+00:00,3,2,1.0,1.0
2024-01-21 00:00:00+00:00,7,1,,
2024-01-22 00:00:00+00:00,23,1,66.0,3.0
