time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-03 00:00:00+00:00,19,5,1.0,1.0
2024-06-04 00:00:00+00:00,13,2,3.0,1.0
2024-06-05 00:00:00+00:00,7,1,2.0,1.0
2024-06-06 00:00:00+00:00,41,4,1.0,1.0
2024-06-07 00:00:00+00:00,7,1,1.0,1.0
2024-06-08 00:00:00+00:00,2,1,20.0,1.0
2024-06-09 00:00:00+00:00,2,1,15.0,1.0
2024-06-10 00:00:00+00:00,44,5,1.0,1.0
2024-06-11 00:00:00+00:00,3,2,14.0,1.0
2024-06-12 00:00:00+00:00,9,3,11.0,3.0
2024-06-13 00:00:00+00:00,17,1,64.0,2.0
2024-06-14 00:00:00+00:00,3,2,1.0,1.0
2024-06-15 00:00:00+00:00,2,1,1.0,1.0
2024-06-16 00:00:00+00:00,2,1,,
