time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-18 00:00:00+00:00,17,1,79.0,8.0
2024-04-19 00:00:00+00:00,7,1,2.0,1.0
2024-04-20 00:00:00+00:00,2,1,1.0,1.0
2024-04-21 00:00:00+00:00,2,1,,
2024-04-22 00:00:00+00:00,17,1,3.0,2.0
2024-04-23 00:00:00+00:00,18,2,32.0,1.0
2024-04-24 00:00:00+00:00,2,1,1.0,1.0
2024-04-25 00:00:00+00:00,2,1,1.0,1.0
2024-04-26 00:00:00+00:00,25,6,,
2024-04-27 00:00:00+00:00,2,1,,
2024-04-28 00:00:00+00:00,2,1,,
2024-04-29 00:00:00+00:00,12,1,44.0,4.0
2024-04-30 00:00:00+00:00,12,1,27.0,3.0
2024-05-01 00:00:00+00:00,2,1,,
