time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-28 00:00:00+00:00,14,2,1.0,1.0
2023-07-29 00:00:00+00:00,2,1,1.0,1.0
2023-07-30 00:00:00+00:00,2,1,,
2023-07-31 00:00:00+00:00,36,2,3.0,3.0
2023-08-01 00:00:00+00:00,40,4,2.0,2.0
2023-08-02 00:00:00+00:00,8,2,37.0,3.0
2023-08-03 00:00:00+00:00,7,1,77.0,3.0
2023-08-04 00:00:00+00:00,2,1,31.0,2.0
2023-08-05 00:00:00+00:00,2,1,1.0,1.0
2023-08-06 00:00:00+00:00,3,2,1.0,1.0
2023-08-07 00:00:00+00:00,13,2,43.0,5.0
2023-08-08 00:00:00+00:00,4,3,40.0,2.0
2023-08-09 00:00:00+00:00,27,5,56.0,5.0
2023-08-10 00:00:00+00:00,17,1,6.0,1.0
