time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-18 00:00:00+00:00,15,2,13.0,1.0
2023-11-19 00:00:00+00:00,2,1,,
2023-11-20 00:00:00+00:00,108,5,250.0,6.0
2023-11-21 00:00:00+00:00,54,4,177.0,7.0
2023-11-22 00:00:00+00:00,98,5,208.0,5.0
2023-11-23 00:00:00+00:00,18,2,72.0,6.0
2023-11-24 00:00:00+00:00,12,1,22.0,6.0
2023-11-25 00:00:00+00:00,2,1,3.0,1.0
2023-11-26 00:00:00+00:00,2,1,2.0,1.0
2023-11-27 00:00:00+00:00,43,7,74.0,8.0
2023-11-28 00:00:00+00:00,21,1,23.0,4.0
2023-11-29 00:00:00+00:00,11,2,13.0,5.0
2023-11-30 00:00:00+00:00,30,4,15.0,5.0
2023-12-01 00:00:00+00:00,44,4,129.0,2.0
