time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-04 00:00:00+00:00,2,1,31,2
2023-08-05 00:00:00+00:00,2,1,1,1
2023-08-06 00:00:00+00:00,3,2,1,1
2023-08-07 00:00:00+00:00,13,2,43,5
2023-08-08 00:00:00+00:00,4,3,40,2
2023-08-09 00:00:00+00:00,27,5,56,5
2023-08-10 00:00:00+00:00,17,1,6,1
2023-08-11 00:00:00+00:00,41,3,27,4
2023-08-12 00:00:00+00:00,2,1,1,1
2023-08-13 00:00:00+00:00,3,2,15,2
2023-08-14 00:00:00+00:00,12,4,18,4
2023-08-15 00:00:00+00:00,5,2,11,3
2023-08-16 00:00:00+00:00,7,1,5,3
2023-08-17 00:00:00+00:00,34,3,107,2
