time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-05 00:00:00+00:00,3,2,75.0,4.0
2024-03-06 00:00:00+00:00,41,5,73.0,8.0
2024-03-07 00:00:00+00:00,9,4,30.0,12.0
2024-03-08 00:00:00+00:00,2,1,103.0,3.0
2024-03-09 00:00:00+00:00,2,1,2.0,1.0
2024-03-10 00:00:00+00:00,2,1,,
2024-03-11 00:00:00+00:00,3,2,93.0,7.0
2024-03-12 00:00:00+00:00,6,2,58.0,6.0
2024-03-13 00:00:00+00:00,16,5,11.0,4.0
2024-03-14 00:00:00+00:00,3,2,16.0,4.0
2024-03-15 00:00:00+00:00,58,1,107.0,2.0
2024-03-16 00:00:00+00:00,4,3,24.0,3.0
2024-03-17 00:00:00+00:00,2,1,,
2024-03-18 00:00:00+00:00,4,3,1.0,1.0
