time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-04 00:00:00+00:00,9,1,4.0,2.0
2024-02-05 00:00:00+00:00,5,4,34.0,7.0
2024-02-06 00:00:00+00:00,3,2,7.0,2.0
2024-02-07 00:00:00+00:00,13,2,9.0,3.0
2024-02-08 00:00:00+00:00,16,4,76.0,4.0
2024-02-09 00:00:00+00:00,9,3,7.0,2.0
2024-02-10 00:00:00+00:00,2,1,9.0,2.0
2024-02-11 00:00:00+00:00,3,2,2.0,2.0
2024-02-12 00:00:00+00:00,12,1,2.0,2.0
2024-02-13 00:00:00+00:00,17,1,4.0,1.0
2024-02-14 00:00:00+00:00,13,2,5.0,3.0
2024-02-15 00:00:00+00:00,33,2,3.0,3.0
2024-02-16 00:00:00+00:00,22,1,10.0,4.0
2024-02-17 00:00:00+00:00,7,1,,
