time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,3,2,2.0,1.0
2025-02-06 00:00:00+00:00,3,1,,
2025-02-07 00:00:00+00:00,4,1,,
2025-02-08 00:00:00+00:00,1,1,,
2025-02-10 00:00:00+00:00,8,1,1.0,1.0
2025-02-11 00:00:00+00:00,6,4,13.0,2.0
2025-02-12 00:00:00+00:00,7,4,4.0,1.0
2025-02-13 00:00:00+00:00,17,4,14.0,1.0
2025-02-14 00:00:00+00:00,1,1,14.0,2.0
2025-02-16 00:00:00+00:00,1,1,,
2025-02-17 00:00:00+00:00,6,2,1.0,1.0
2025-02-18 00:00:00+00:00,16,8,1.0,1.0
