time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-31 00:00:00+00:00,36,2,3,3
2023-08-01 00:00:00+00:00,40,4,2,2
2023-08-02 00:00:00+00:00,8,2,37,3
2023-08-03 00:00:00+00:00,7,1,77,3
2023-08-04 00:00:00+00:00,2,1,31,2
2023-08-05 00:00:00+00:00,2,1,1,1
2023-08-06 00:00:00+00:00,3,2,1,1
2023-08-07 00:00:00+00:00,13,2,43,5
2023-08-08 00:00:00+00:00,4,3,40,2
2023-08-09 00:00:00+00:00,27,5,56,5
2023-08-10 00:00:00+00:00,17,1,6,1
2023-08-11 00:00:00+00:00,41,3,27,4
2023-08-12 00:00:00+00:00,2,1,1,1
2023-08-13 00:00:00+00:00,3,2,15,2
