time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-27 00:00:00+00:00,7,1,89.0,5.0
2024-06-28 00:00:00+00:00,8,2,1.0,1.0
2024-06-29 00:00:00+00:00,2,1,,
2024-06-30 00:00:00+00:00,2,1,,
2024-07-01 00:00:00+00:00,9,2,88.0,5.0
2024-07-02 00:00:00+00:00,21,1,139.0,7.0
2024-07-03 00:00:00+00:00,3,2,30.0,4.0
2024-07-04 00:00:00+00:00,8,2,48.0,3.0
2024-07-05 00:00:00+00:00,21,5,46.0,3.0
2024-07-06 00:00:00+00:00,2,1,1.0,1.0
2024-07-07 00:00:00+00:00,2,1,,
2024-07-08 00:00:00+00:00,48,2,60.0,4.0
2024-07-09 00:00:00+00:00,28,2,59.0,4.0
2024-07-10 00:00:00+00:00,6,3,72.0,1.0
