time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-05 00:00:00+00:00,14,4,11.0,3.0
2024-04-06 00:00:00+00:00,2,1,,
2024-04-07 00:00:00+00:00,2,1,,
2024-04-08 00:00:00+00:00,13,2,,
2024-04-09 00:00:00+00:00,22,1,3.0,3.0
2024-04-10 00:00:00+00:00,2,1,1.0,1.0
2024-04-11 00:00:00+00:00,20,5,91.0,8.0
2024-04-12 00:00:00+00:00,4,2,,
2024-04-13 00:00:00+00:00,2,1,,
2024-04-14 00:00:00+00:00,2,1,3.0,1.0
2024-04-15 00:00:00+00:00,12,1,26.0,2.0
2024-04-16 00:00:00+00:00,17,1,5.0,3.0
2024-04-17 00:00:00+00:00,24,3,28.0,4.0
2024-04-18 00:00:00+00:00,17,1,79.0,8.0
