time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-07 00:00:00+00:00,18,2,27.0,5.0
2023-12-08 00:00:00+00:00,35,2,84.0,4.0
2023-12-09 00:00:00+00:00,4,3,4.0,1.0
2023-12-10 00:00:00+00:00,2,1,2.0,2.0
2023-12-11 00:00:00+00:00,46,5,69.0,5.0
2023-12-12 00:00:00+00:00,14,3,6.0,3.0
2023-12-13 00:00:00+00:00,17,1,41.0,3.0
2023-12-14 00:00:00+00:00,29,1,10.0,4.0
2023-12-15 00:00:00+00:00,30,3,11.0,4.0
2023-12-16 00:00:00+00:00,2,1,1.0,1.0
2023-12-17 00:00:00+00:00,7,1,,
2023-12-18 00:00:00+00:00,6,3,22.0,4.0
2023-12-19 00:00:00+00:00,19,3,30.0,7.0
2023-12-20 00:00:00+00:00,2,1,11.0,3.0
