time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-17 00:00:00+00:00,7,1,1.0,1.0
2023-04-18 00:00:00+00:00,2,1,2.0,2.0
2023-04-19 00:00:00+00:00,38,3,3.0,2.0
2023-04-20 00:00:00+00:00,51,3,16.0,3.0
2023-04-21 00:00:00+00:00,7,1,1.0,1.0
2023-04-22 00:00:00+00:00,3,2,8.0,5.0
2023-04-23 00:00:00+00:00,2,1,,
2023-04-24 00:00:00+00:00,2,1,14.0,3.0
2023-04-25 00:00:00+00:00,21,1,5.0,2.0
2023-04-26 00:00:00+00:00,40,5,4.0,2.0
2023-04-27 00:00:00+00:00,22,1,2.0,1.0
2023-04-28 00:00:00+00:00,9,3,9.0,4.0
2023-04-29 00:00:00+00:00,2,1,,
2023-04-30 00:00:00+00:00,2,1,,
