time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-01 00:00:00+00:00,2,1,14.0,2.0
2023-11-02 00:00:00+00:00,8,2,4.0,2.0
2023-11-03 00:00:00+00:00,7,1,34.0,4.0
2023-11-04 00:00:00+00:00,2,1,,
2023-11-05 00:00:00+00:00,2,1,,
2023-11-06 00:00:00+00:00,3,2,185.0,5.0
2023-11-07 00:00:00+00:00,2,1,47.0,3.0
2023-11-08 00:00:00+00:00,2,1,2.0,1.0
2023-11-09 00:00:00+00:00,15,4,57.0,3.0
2023-11-10 00:00:00+00:00,7,1,5.0,2.0
2023-11-11 00:00:00+00:00,3,2,1.0,1.0
2023-11-12 00:00:00+00:00,2,1,1.0,1.0
2023-11-13 00:00:00+00:00,7,1,48.0,5.0
2023-11-14 00:00:00+00:00,14,1,24.0,4.0
