time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-20 00:00:00+00:00,3,2,1.0,1.0
2024-01-21 00:00:00+00:00,7,1,,
2024-01-22 00:00:00+00:00,23,1,66.0,3.0
2024-01-23 00:00:00+00:00,14,3,10.0,2.0
2024-01-24 00:00:00+00:00,20,1,15.0,3.0
2024-01-25 00:00:00+00:00,14,3,15.0,5.0
2024-01-26 00:00:00+00:00,17,1,2.0,2.0
2024-01-27 00:00:00+00:00,3,2,3.0,2.0
2024-01-28 00:00:00+00:00,4,3,2.0,2.0
2024-01-29 00:00:00+00:00,14,1,16.0,2.0
2024-01-30 00:00:00+00:00,11,2,48.0,4.0
2024-01-31 00:00:00+00:00,14,3,4.0,2.0
2024-02-01 00:00:00+00:00,18,2,44.0,8.0
2024-02-02 00:00:00+00:00,94,12,304.0,9.0
