url_path,views_total,views_unique
/TouK/nussknacker-card-example/tree/main/docker,11,1
/TouK/nussknacker-card-example/tree/main/docker/nussknacker,4,1
/TouK/nussknacker-card-example/tree/main/model/serve,4,1
/TouK/nussknacker-card-example,3,1
/TouK/nussknacker-card-example/tree/main/model,3,1
/TouK/nussknacker-card-example/blob/main/docker/docker-compose.yml,2,1
/TouK/nussknacker-card-example/blob/main/docker/nussknacker/nussknacker.conf,2,1
/TouK/nussknacker-card-example/blob/main/model/serve/Dockerfile,2,1
/TouK/nussknacker-card-example/blob/main/model/serve/main.py,2,1
/TouK/nussknacker-card-example/tree/main,2,1
