url_path,views_total,views_unique
/TouK/nussknacker-card-example/tree/main/model,4,1
/TouK/nussknacker-card-example,2,1
/TouK/nussknacker-card-example/blob/main/CardTransaction.json,2,1
/TouK/nussknacker-card-example/blob/main/generator/generate.py,2,1
/TouK/nussknacker-card-example/blob/main/generator/requirements.txt,2,1
/TouK/nussknacker-card-example/blob/main/schemas/cain.001-value.json,2,1
/TouK/nussknacker-card-example/blob/main/schemas/create.sh,2,1
/TouK/nussknacker-card-example/tree/main/generator,2,1
/TouK/nussknacker-card-example/tree/main/geo,2,1
/TouK/nussknacker-card-example/tree/main/model/serve,2,1
