url_path,views_total,views_unique
/TouK/nussknacker-card-example/tree/main/docker,7,1
/TouK/nussknacker-card-example/tree/main,6,1
/TouK/nussknacker-card-example/tree/main/generator,5,1
/TouK/nussknacker-card-example/blob/main/generator/Dockerfile,4,1
/TouK/nussknacker-card-example/tree/main/docker/grafana/dashboards,4,1
/TouK/nussknacker-card-example/tree/main/schemas,4,1
/TouK/nussknacker-card-example/blob/main/docker/nussknacker/nussknacker.conf,3,1
/TouK/nussknacker-card-example/tree/main/docker/grafana,3,1
/TouK/nussknacker-card-example/tree/main/docker/nussknacker,3,1
/TouK/nussknacker-card-example/tree/main/model,3,1
