url_path,views_total,views_unique
/TouK/nussknacker-card-example/tree/main/model,4,1
/TouK/nussknacker-card-example/tree/main/schemas,4,1
/TouK/nussknacker-card-example/tree/main/docker,3,1
/TouK/nussknacker-card-example/tree/main/docker/nussknacker,3,1
/TouK/nussknacker-card-example,2,2
/TouK/nussknacker-card-example/blob/main/docker/nussknacker/nussknacker.conf,2,1
/TouK/nussknacker-card-example/blob/main/model/card_transdata.csv.zip,2,1
/TouK/nussknacker-card-example/blob/main/model/conda.txt,2,1
/TouK/nussknacker-card-example/blob/main/schemas/create.sh,2,1
/TouK/nussknacker-card-example/blob/main/schemas/Dockerfile,2,1
