url_path,views_total,views_unique
/TouK/nussknacker-card-example/blob/main/CardTransaction.json,5,2
/TouK/nussknacker-card-example,4,3
/TouK/nussknacker-card-example/blob/main/generator/generate.py,4,2
/TouK/nussknacker-card-example/tree/main/generator,4,2
/TouK/nussknacker-card-example/tree/main/model,4,1
/TouK/nussknacker-card-example/blob/main/generator/codes.csv,2,1
/TouK/nussknacker-card-example/blob/main/generator/requirements.txt,2,1
/TouK/nussknacker-card-example/blob/main/schemas/cain.001-value.json,2,1
/TouK/nussknacker-card-example/blob/main/schemas/create.sh,2,1
/TouK/nussknacker-card-example/tree/main/geo,2,1
