url_path,views_total,views_unique
/TouK/recommendations-showcase-notebook/pull/2,5,1
/TouK/recommendations-showcase-notebook/blob/9821e78855b8cfc3997473d77565b92fe6255a85/sli_rec_with_amazonds_on_databricks.ipynb,4,1
/TouK/recommendations-showcase-notebook/pull/3/files,4,1
/TouK/recommendations-showcase-notebook,3,2
/TouK/recommendations-showcase-notebook/blob/3bb92c5bf4eeb186f725488badeb90427442802a/scripts/ml/interaction_rules.py,3,1
/TouK/recommendations-showcase-notebook/blob/main/sli_rec_with_amazonds_on_databricks.ipynb,2,2
/TouK/recommendations-showcase-notebook/blob/3bb92c5bf4eeb186f725488badeb90427442802a/scripts/ml/generate_interactions.py,2,1
/TouK/recommendations-showcase-notebook/pull/2/files,2,1
/TouK/recommendations-showcase-notebook/pull/3,2,1
/TouK/recommendations-showcase-notebook/blob/9821e78855b8cfc3997473d77565b92fe6255a85/README.md,1,1
