url_path,views_total,views_unique
/TouK/recommendations-showcase-notebook,27,3
/TouK/recommendations-showcase-notebook/pulls,20,2
/TouK/recommendations-showcase-notebook/pull/6,19,4
/TouK/recommendations-showcase-notebook/pull/4,17,2
/TouK/recommendations-showcase-notebook/pull/6/files,12,3
/TouK/recommendations-showcase-notebook/blob/efbdfb89d08b2cbf71e54673b9798e856af92ab8/sli_rec_on_custom_dataset_on_databricks.ipynb,9,2
/TouK/recommendations-showcase-notebook/pull/7,7,3
/TouK/recommendations-showcase-notebook/pull/4/files,7,2
/TouK/recommendations-showcase-notebook/blob/main/sli_rec_on_custom_dataset_on_databricks.ipynb,6,3
/TouK/recommendations-showcase-notebook/pull/7/files,6,3
