url_path,views_total,views_unique
/TouK/recommendations-showcase/pulls,19,3
/TouK/recommendations-showcase/pull/7,15,4
/TouK/recommendations-showcase-notebook/pull/6,14,4
/TouK/recommendations-showcase-notebook,11,4
/TouK/recommendations-showcase/pull/7/files,11,4
/TouK/recommendations-showcase-notebook/pull/7,10,4
/TouK/recommendations-showcase,9,4
/TouK/recommendations-showcase/blob/22129abfea5e102f3b8939ed71c8bc39d9baf9af/blogpost/blogpost.md,9,2
/TouK/recommendations-showcase-notebook/pull/7/files,7,3
/TouK/recommendations-showcase-notebook/pull/6/files,6,3
