url_path,views_total,views_unique
/TouK/recommendations-showcase-notebook,21,4
/TouK/recommendations-showcase-notebook/pull/6,19,4
/TouK/recommendations-showcase/pulls,16,3
/TouK/recommendations-showcase/pull/7,14,4
/TouK/recommendations-showcase-notebook/pulls,13,3
/TouK/recommendations-showcase-notebook/pull/6/files,12,3
/TouK/recommendations-showcase/pull/7/files,11,4
/TouK/recommendations-showcase-notebook/pull/7,10,4
/TouK/recommendations-showcase-notebook/pull/7/files,7,3
/TouK/recommendations-showcase,6,4
