time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-15 00:00:00+00:00,,,13,2
2024-11-16 00:00:00+00:00,1.0,1.0,1,1
2024-11-18 00:00:00+00:00,,,30,3
2024-11-19 00:00:00+00:00,,,15,2
2024-11-20 00:00:00+00:00,1.0,1.0,38,2
2024-11-21 00:00:00+00:00,2.0,2.0,32,3
2024-11-22 00:00:00+00:00,2.0,2.0,23,2
2024-11-25 00:00:00+00:00,3.0,1.0,22,1
2024-11-26 00:00:00+00:00,2.0,1.0,13,2
2024-11-27 00:00:00+00:00,5.0,4.0,27,3
2024-11-28 00:00:00+00:00,,,1,1
