url_path,views_total,views_unique
/TouK/recommendations-showcase-notebook/pull/2,5,1
/TouK/recommendations-showcase-notebook,4,1
/TouK/recommendations-showcase-notebook/blob/9821e78855b8cfc3997473d77565b92fe6255a85/sli_rec_with_amazonds_on_databricks.ipynb,4,1
/TouK/recommendations-showcase-notebook/blob/main/sli_rec_with_amazonds_on_databricks.ipynb,4,1
/TouK/recommendations-showcase-notebook/pull/2/files,2,1
/TouK/recommendations-showcase-notebook/blob/9821e78855b8cfc3997473d77565b92fe6255a85/README.md,1,1
/TouK/recommendations-showcase-notebook/blob/main/training/model_train_config.yaml,1,1
/TouK/recommendations-showcase-notebook/commit/9a22cc038b40b73f943ba80483e2a14ddf409776,1,1
/TouK/recommendations-showcase-notebook/compare/add.batch.inference.to.sli.rec.branch.1,1,1
/TouK/recommendations-showcase-notebook/watchers,1,1
