url_path,views_total,views_unique
/TouK/recommendations-showcase-notebook,24,4
/TouK/recommendations-showcase-notebook/pull/6,19,4
/TouK/recommendations-showcase-notebook/pulls,17,3
/TouK/recommendations-showcase/pulls,13,2
/TouK/recommendations-showcase-notebook/pull/6/files,12,3
/TouK/recommendations-showcase/pull/7,12,3
/TouK/recommendations-showcase-notebook/pull/7,10,4
/TouK/recommendations-showcase/pull/7/files,10,3
/TouK/recommendations-showcase-notebook/pull/4,8,2
/TouK/recommendations-showcase-notebook/pull/7/files,7,3
