time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-20 00:00:00+00:00,1.0,1.0,,
2023-02-21 00:00:00+00:00,,,1.0,1.0
2023-02-22 00:00:00+00:00,8.0,1.0,24.0,2.0
2023-02-23 00:00:00+00:00,20.0,1.0,23.0,2.0
2023-02-24 00:00:00+00:00,12.0,1.0,67.0,3.0
2023-02-26 00:00:00+00:00,,,1.0,1.0
2023-02-27 00:00:00+00:00,27.0,3.0,6.0,2.0
2023-02-28 00:00:00+00:00,34.0,3.0,5.0,2.0
2023-03-01 00:00:00+00:00,,,24.0,3.0
2023-03-02 00:00:00+00:00,11.0,3.0,22.0,4.0
2023-03-03 00:00:00+00:00,13.0,2.0,1.0,1.0
2023-03-04 00:00:00+00:00,1.0,1.0,,
