url_path,views_total,views_unique
/TouK/nussknacker-helm/actions/workflows/helm-test-workflow.yaml,21,1
/TouK/nussknacker-helm/actions/runs/5796594070,18,2
/TouK/nussknacker-helm/actions/runs/5796808529,12,1
/TouK/nussknacker-helm/actions,7,2
/TouK/nussknacker-helm,6,2
/TouK/nussknacker-helm/tree/preview/mpk-va,4,2
/TouK/nussknacker-helm/actions/runs/5796899540/job/15711621500,4,1
/TouK/nussknacker-helm/pulls,3,2
/TouK/nussknacker-helm/actions/runs/5795909913/job/15708389843,3,1
/TouK/nussknacker-helm/actions/runs/5795982821,3,1
