time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-11 00:00:00+00:00,8.0,1.0,20.0,1.0
2023-09-12 00:00:00+00:00,10.0,3.0,1.0,1.0
2023-09-13 00:00:00+00:00,79.0,8.0,3.0,2.0
2023-09-14 00:00:00+00:00,6.0,3.0,21.0,2.0
2023-09-15 00:00:00+00:00,12.0,1.0,1.0,1.0
2023-09-16 00:00:00+00:00,1.0,1.0,,
2023-09-18 00:00:00+00:00,30.0,5.0,12.0,2.0
2023-09-19 00:00:00+00:00,44.0,6.0,135.0,5.0
2023-09-20 00:00:00+00:00,9.0,2.0,34.0,2.0
2023-09-21 00:00:00+00:00,12.0,1.0,1.0,1.0
2023-09-22 00:00:00+00:00,,,2.0,1.0
2023-09-23 00:00:00+00:00,,,2.0,1.0
