time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-19 00:00:00+00:00,20.0,1.0,2.0,1.0
2024-02-20 00:00:00+00:00,12.0,1.0,8.0,5.0
2024-02-21 00:00:00+00:00,4.0,1.0,4.0,2.0
2024-02-22 00:00:00+00:00,,,12.0,2.0
2024-02-23 00:00:00+00:00,9.0,2.0,,
2024-02-24 00:00:00+00:00,5.0,2.0,,
2024-02-26 00:00:00+00:00,8.0,1.0,9.0,1.0
2024-02-27 00:00:00+00:00,12.0,1.0,,
2024-02-28 00:00:00+00:00,8.0,1.0,10.0,1.0
2024-02-29 00:00:00+00:00,43.0,7.0,51.0,3.0
2024-03-01 00:00:00+00:00,59.0,2.0,118.0,1.0
