time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-26 00:00:00+00:00,8,1,,
2025-05-27 00:00:00+00:00,4,1,1.0,1.0
2025-05-28 00:00:00+00:00,12,1,,
2025-05-29 00:00:00+00:00,8,1,,
2025-05-30 00:00:00+00:00,4,1,7.0,1.0
2025-06-01 00:00:00+00:00,1,1,,
2025-06-02 00:00:00+00:00,12,1,1.0,1.0
2025-06-03 00:00:00+00:00,16,1,,
2025-06-04 00:00:00+00:00,9,1,2.0,2.0
2025-06-05 00:00:00+00:00,25,2,1.0,1.0
2025-06-06 00:00:00+00:00,4,1,,
2025-06-07 00:00:00+00:00,1,1,,
2025-06-08 00:00:00+00:00,1,1,,
