time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-27 00:00:00+00:00,12.0,1.0,78,3
2023-01-29 00:00:00+00:00,,,3,2
2023-01-30 00:00:00+00:00,,,32,3
2023-01-31 00:00:00+00:00,5.0,2.0,17,4
2023-02-01 00:00:00+00:00,12.0,1.0,1,1
2023-02-02 00:00:00+00:00,4.0,1.0,1,1
2023-02-03 00:00:00+00:00,8.0,1.0,1,1
2023-02-04 00:00:00+00:00,,,3,1
2023-02-05 00:00:00+00:00,,,1,1
2023-02-07 00:00:00+00:00,8.0,1.0,12,3
2023-02-08 00:00:00+00:00,27.0,5.0,13,1
2023-02-09 00:00:00+00:00,4.0,1.0,20,2
