time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-19 00:00:00+00:00,11.0,1.0,11,1
2024-06-20 00:00:00+00:00,25.0,1.0,4,2
2024-06-21 00:00:00+00:00,15.0,1.0,5,2
2024-06-23 00:00:00+00:00,,,5,1
2024-06-24 00:00:00+00:00,44.0,3.0,32,1
2024-06-25 00:00:00+00:00,31.0,2.0,91,3
2024-06-26 00:00:00+00:00,31.0,2.0,27,4
2024-06-27 00:00:00+00:00,5.0,1.0,5,1
2024-06-28 00:00:00+00:00,5.0,1.0,1,1
2024-06-30 00:00:00+00:00,,,1,1
2024-07-01 00:00:00+00:00,6.0,2.0,151,3
2024-07-02 00:00:00+00:00,15.0,1.0,92,2
