time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-22 00:00:00+00:00,23.0,4.0,24.0,2.0
2024-01-23 00:00:00+00:00,8.0,1.0,,
2024-01-24 00:00:00+00:00,18.0,2.0,62.0,2.0
2024-01-25 00:00:00+00:00,28.0,4.0,46.0,2.0
2024-01-26 00:00:00+00:00,114.0,8.0,111.0,1.0
2024-01-27 00:00:00+00:00,,,2.0,1.0
2024-01-28 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-01-29 00:00:00+00:00,15.0,2.0,50.0,5.0
2024-01-30 00:00:00+00:00,42.0,3.0,107.0,5.0
2024-01-31 00:00:00+00:00,37.0,5.0,75.0,7.0
2024-02-01 00:00:00+00:00,12.0,1.0,22.0,3.0
2024-02-02 00:00:00+00:00,59.0,11.0,191.0,4.0
2024-02-04 00:00:00+00:00,1.0,1.0,,
