url_path,views_total,views_unique
/TouK/nussknacker-helm,8,5
/TouK/nussknacker-helm/blob/c618893d2700959a9b9f6f81da7736a685a56e6d/src/values.yaml,7,2
/TouK/nussknacker-helm/tree/main/src,3,2
/TouK/nussknacker-helm/tree/main/src/templates,2,2
/TouK/nussknacker-helm/actions,1,1
/TouK/nussknacker-helm/blame/main/src/templates/telegraf-configmap.yaml,1,1
/TouK/nussknacker-helm/blob/c618893d2700959a9b9f6f81da7736a685a56e6d/src/grafana/dashboard.json,1,1
/TouK/nussknacker-helm/blob/c618893d2700959a9b9f6f81da7736a685a56e6d/src/templates/configmap.yaml,1,1
/TouK/nussknacker-helm/blob/c618893d2700959a9b9f6f81da7736a685a56e6d/src/templates/flink-k8s-operator/flink-operator-role.yaml,1,1
/TouK/nussknacker-helm/blob/c618893d2700959a9b9f6f81da7736a685a56e6d/src/templates/telegraf-configmap.yaml,1,1
