url_path,views_total,views_unique
/TouK/nussknacker-helm,19,10
/TouK/nussknacker-helm/blob/main/examples/customComponents/custom-component-url-values.yaml,16,4
/TouK/nussknacker-helm/blob/main/examples/customSecret/custom-secret-values.yaml,16,1
/TouK/nussknacker-helm/blob/main/deploy-values.yaml,13,3
/TouK/nussknacker-helm/tree/main/examples,12,4
/TouK/nussknacker-helm/tree/main/examples/customComponents,10,4
/TouK/nussknacker-helm/pull/113,10,3
/TouK/nussknacker-helm/blob/main/deploy-values-kafka-config.yaml,10,2
/TouK/nussknacker-helm/blob/main/deploy-values-request-response.yaml,10,2
/TouK/nussknacker-helm/blob/main/deploy-values-streaming-lite.yaml,10,2
