time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-17 00:00:00+00:00,,,18.0,1.0
2024-10-18 00:00:00+00:00,5.0,1.0,10.0,2.0
2024-10-19 00:00:00+00:00,,,1.0,1.0
2024-10-22 00:00:00+00:00,5.0,1.0,1.0,1.0
2024-10-23 00:00:00+00:00,10.0,1.0,1.0,1.0
2024-10-24 00:00:00+00:00,15.0,1.0,1.0,1.0
2024-10-25 00:00:00+00:00,15.0,1.0,2.0,1.0
2024-10-27 00:00:00+00:00,,,1.0,1.0
2024-10-28 00:00:00+00:00,15.0,1.0,,
2024-10-29 00:00:00+00:00,25.0,1.0,17.0,1.0
2024-10-30 00:00:00+00:00,44.0,2.0,23.0,1.0
