time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-14 00:00:00+00:00,1,1,,
2024-01-15 00:00:00+00:00,13,2,,
2024-01-16 00:00:00+00:00,16,1,,
2024-01-17 00:00:00+00:00,39,2,83.0,1.0
2024-01-18 00:00:00+00:00,29,5,39.0,1.0
2024-01-19 00:00:00+00:00,17,2,53.0,2.0
2024-01-21 00:00:00+00:00,4,1,,
2024-01-22 00:00:00+00:00,23,4,24.0,2.0
2024-01-23 00:00:00+00:00,8,1,,
2024-01-24 00:00:00+00:00,18,2,62.0,2.0
2024-01-25 00:00:00+00:00,28,4,46.0,2.0
2024-01-26 00:00:00+00:00,114,8,111.0,1.0
