time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-17 00:00:00+00:00,62,2,4.0,3.0
2025-01-18 00:00:00+00:00,11,2,,
2025-01-19 00:00:00+00:00,12,1,1.0,1.0
2025-01-20 00:00:00+00:00,5,1,,
2025-01-21 00:00:00+00:00,11,2,4.0,1.0
2025-01-22 00:00:00+00:00,35,1,,
2025-01-23 00:00:00+00:00,10,1,10.0,2.0
2025-01-24 00:00:00+00:00,10,1,1.0,1.0
2025-01-25 00:00:00+00:00,5,1,,
2025-01-27 00:00:00+00:00,10,1,,
2025-01-28 00:00:00+00:00,10,1,,
2025-01-29 00:00:00+00:00,5,1,,
2025-01-30 00:00:00+00:00,21,1,,
