url_path,views_total,views_unique
/TouK/nussknacker-flink-compatibility/pull/51,8,2
/TouK/nussknacker-flink-compatibility,6,3
/TouK/nussknacker-flink-compatibility/actions,6,2
/TouK/nussknacker-flink-compatibility/actions/runs/7211231254,3,1
/TouK/nussknacker-flink-compatibility/pull/51/files,3,1
/TouK/nussknacker-flink-compatibility/pulls,2,2
/TouK/nussknacker-flink-compatibility/tree/main/commonTest/src/main/scala/pl/touk/nussknacker/engine/management,2,1
/TouK/nussknacker-flink-compatibility/actions/runs/8695103181,1,1
/TouK/nussknacker-flink-compatibility/actions/runs/8695103181/job/23845417627,1,1
/TouK/nussknacker-flink-compatibility/actions/runs/8707079832,1,1
