url_path,views_total,views_unique
/TouK/nussknacker-flink-compatibility,8,3
/TouK/nussknacker-flink-compatibility/actions,3,1
/TouK/nussknacker-flink-compatibility/actions/workflows/test.yml,3,1
/TouK/nussknacker-flink-compatibility/pull/47,3,1
/TouK/nussknacker-flink-compatibility/actions/runs/7448378981,2,1
/TouK/nussknacker-flink-compatibility/pulls,2,1
/TouK/nussknacker,1,1
/TouK/nussknacker-flink-compatibility/actions/runs/7448378981/job/20262611232,1,1
/TouK/nussknacker-flink-compatibility/actions/runs/7459445998,1,1
/TouK/nussknacker-flink-compatibility/actions/runs/7459445998/job/20295468718,1,1
