url_path,views_total,views_unique
/TouK/nussknacker-flink-compatibility/actions,12,1
/TouK/nussknacker-flink-compatibility,10,4
/TouK/nussknacker-flink-compatibility/actions/workflows/test.yml,7,1
/TouK/nussknacker-flink-compatibility/pulls,6,1
/TouK/nussknacker-flink-compatibility/pull/60,5,1
/TouK/nussknacker-flink-compatibility/pull/61,4,2
/TouK/nussknacker-flink-compatibility/actions/runs/10613595593,4,1
/TouK/nussknacker-flink-compatibility/actions/runs/10613595593/job/29417711108,3,1
/TouK/nussknacker-flink-compatibility/actions/runs/8726528222,3,1
/TouK/nussknacker-flink-compatibility/blob/main/flink116/model/src/test/resources/application.conf,3,1
