url_path,views_total,views_unique
/TouK/nussknacker-flink-compatibility,8,5
/TouK/nussknacker-flink-compatibility/tree/main/commonTest/src/main,4,2
/TouK/nussknacker-flink-compatibility/tree/main/project,4,2
/TouK/nussknacker-flink-compatibility/tree/main/commonTest/src/main/resources,2,2
/TouK/nussknacker-flink-compatibility/tree/main/commonTest/src/main/scala/pl/touk/nussknacker/engine/management,2,2
/TouK/nussknacker-flink-compatibility/blob/main/project/build.properties,2,1
/TouK/nussknacker-flink-compatibility/blob/main/project/plugins.sbt,2,1
/TouK/nussknacker-flink-compatibility/tree/main/commonTest/src/main/scala/pl/touk/nussknacker,2,1
/TouK/nussknacker-flink-compatibility/tree/main/commonTest/src/main/scala/pl/touk/nussknacker/engine/management/common,2,1
/TouK/nussknacker-flink-compatibility/tree/main,1,1
