url_path,views_total,views_unique
/TouK/nussknacker-flink-compatibility/actions,9,1
/TouK/nussknacker-flink-compatibility,7,4
/TouK/nussknacker-flink-compatibility/actions/workflows/test.yml,7,1
/TouK/nussknacker-flink-compatibility/actions/runs/8726528222,3,1
/TouK/nussknacker-flink-compatibility/actions/runs/10613595593,2,1
/TouK/nussknacker-flink-compatibility/actions/runs/8726528222/job/23942019072,2,1
/TouK/nussknacker-flink-compatibility/actions/runs/9446423253,2,1
/TouK/nussknacker-flink-compatibility/actions/runs/10613595593/job/29417711108,1,1
/TouK/nussknacker-flink-compatibility/actions/runs/10681211003,1,1
/TouK/nussknacker-flink-compatibility/actions/runs/10681211003/workflow,1,1
