url_path,views_total,views_unique
/TouK/nussknacker-flink-compatibility/pull/63,19,4
/TouK/nussknacker-flink-compatibility/pull/63/files,12,3
/TouK/nussknacker-flink-compatibility,6,3
/TouK/nussknacker-flink-compatibility/pull/64,5,1
/TouK/nussknacker-flink-compatibility/pull/64/files,3,1
/TouK/nussknacker-flink-compatibility/actions,2,1
/TouK/nussknacker-flink-compatibility/branches,2,1
/TouK/nussknacker-flink-compatibility/branches/all,2,1
/TouK/nussknacker-flink-compatibility/actions/runs/11216468186/job/31175830067,1,1
/TouK/nussknacker-flink-compatibility/actions/workflows/test.yml,1,1
