url_path,views_total,views_unique
/TouK/nussknacker-flink-compatibility/tree/main/flink114/model/src/test,6,1
/TouK/nussknacker-flink-compatibility,5,3
/TouK/nussknacker-flink-compatibility/tree/main/flink114/model/src,4,1
/TouK/nussknacker-flink-compatibility/tree/main/flink114/model/src/test/resources,4,1
/TouK/nussknacker-flink-compatibility/tree/main/flink114,3,1
/TouK/nussknacker-flink-compatibility/blob/main/flink114/model/src/main/resources/META-INF/services/pl.touk.nussknacker.engine.process.FlinkCompatibilityProvider,2,1
/TouK/nussknacker-flink-compatibility/blob/main/flink114/model/src/test/resources/application.conf,2,1
/TouK/nussknacker-flink-compatibility/tree/main/flink114/model/src/main,2,1
/TouK/nussknacker-flink-compatibility/tree/main/flink114/model/src/main/resources/META-INF/services,2,1
/TouK/nussknacker-flink-compatibility/tree/main/flink114/model/src/test/resources/META-INF/services,2,1
