time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-09 00:00:00+00:00,,,5,1
2024-09-10 00:00:00+00:00,,,4,1
2024-09-12 00:00:00+00:00,,,7,3
2024-09-19 00:00:00+00:00,,,15,1
