url_path,views_total,views_unique
/TouK/nussknacker-sample-components/tree/main/flink-components,12,2
/TouK/nussknacker-sample-components/tree/main/flink-components/src/main/scala/pl/touk/nussknacker/sample/csv,9,1
/TouK/nussknacker-sample-components/blob/main/flink-components/build.gradle.kts,8,2
/TouK/nussknacker-sample-components/blob/main/flink-components/src/main/scala/pl/touk/nussknacker/sample/FlinkSampleComponentProvider.scala,8,2
/TouK/nussknacker-sample-components,7,2
/TouK/nussknacker-sample-components/tree/main/flink-components/src,7,2
/TouK/nussknacker-sample-components/tree/main/flink-components/src/main,7,2
/TouK/nussknacker-sample-components/tree/main/flink-components/src/main/scala/pl/touk/nussknacker/sample,7,2
/TouK/nussknacker-sample-components/tree/main/project,7,1
/touk/nussknacker-sample-components,4,4
