url_path,views_total,views_unique
/TouK/nussknacker-sample-components/tree/main/components/src/main,24,6
/TouK/nussknacker-sample-components/tree/main/components,23,7
/TouK/nussknacker-sample-components/blob/main/components/src/main/scala/pl/touk/nussknacker/sample/SampleComponentProvider.scala,23,4
/TouK/nussknacker-sample-components/blob/main/lite-components/src/test/scala/pl/touk/nussknacker/sample/SampleComponentProviderLiteTest.scala,22,5
/touk/nussknacker-sample-components,21,8
/TouK/nussknacker-sample-components/tree/main/components/src/main/scala/pl/touk/nussknacker/sample,21,5
/TouK/nussknacker-sample-components/tree/main/docker,17,4
/TouK/nussknacker-sample-components/tree/main/lite-components,16,5
/TouK/nussknacker-sample-components/tree/main/lite-components/src/test/scala/pl/touk/nussknacker/sample,16,5
/TouK/nussknacker-sample-components/blob/main/docker/Dockerfile,12,3
