url_path,views_total,views_unique
/TouK/nussknacker-sample-components/tree/main/components,5,2
/TouK/nussknacker-sample-components/tree/main/components/src/main,5,2
/TouK/nussknacker-sample-components/tree/main/components/src/main/scala/pl/touk/nussknacker/sample,5,2
/TouK/nussknacker-sample-components/tree/main/project,5,2
/TouK/nussknacker-sample-components/blob/main/components/src/main/scala/pl/touk/nussknacker/sample/SampleComponentProvider.scala,4,2
/TouK/nussknacker-sample-components/blob/main/flink-components/src/main/scala/pl/touk/nussknacker/sample/FlinkSampleComponentProvider.scala,4,2
/TouK/nussknacker-sample-components/tree/main/flink-components,4,2
/TouK/nussknacker-sample-components/tree/main/flink-components/src,4,2
/TouK/nussknacker-sample-components/tree/main/flink-components/src/main,4,2
/TouK/nussknacker-sample-components/tree/main/flink-components/src/main/scala/pl/touk/nussknacker/sample,4,2
