url_path,views_total,views_unique
/TouK/nussknacker-sample-components/tree/main/flink-components/src/main/scala/pl/touk/nussknacker/sample/csv,9,1
/TouK/nussknacker-sample-components/pull/32/files,8,2
/TouK/nussknacker-sample-components,8,1
/TouK/nussknacker-sample-components/pull/32,7,2
/TouK/nussknacker-sample-components/blob/main/components/src/main/scala/pl/touk/nussknacker/sample/SampleComponentProvider.scala,6,2
/TouK/nussknacker-sample-components/blob/main/flink-components/src/main/scala/pl/touk/nussknacker/sample/csv/CsvSource.scala,6,1
/TouK/nussknacker-sample-components/actions/runs/8390367546,5,1
/touk/nussknacker-sample-components,4,4
/TouK/nussknacker-sample-components/tree/main/flink-components/src/main/scala/pl/touk/nussknacker/sample,4,1
/TouK/nussknacker-sample-components/actions/runs/8390367546/job/22978450001,3,1
