time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-23 00:00:00+00:00,11,5,,
2024-05-24 00:00:00+00:00,3,2,,
2024-05-25 00:00:00+00:00,1,1,,
2024-05-29 00:00:00+00:00,1,1,,
2024-05-31 00:00:00+00:00,3,1,,
2024-06-03 00:00:00+00:00,3,2,,
2024-06-04 00:00:00+00:00,2,1,,
2024-06-05 00:00:00+00:00,1,1,,
