url_path,views_total,views_unique
/touk/nussknacker-sample-components,6,6
/TouK/nussknacker-sample-components/tree/main/flink-components,6,2
/TouK/nussknacker-sample-components/tree/main/components,5,2
/TouK/nussknacker-sample-components/blob/main/components/src/main/scala/pl/touk/nussknacker/sample/SampleComponentProvider.scala,5,1
/TouK/nussknacker-sample-components,3,3
/TouK/nussknacker-sample-components/blob/main/flink-components/src/main/scala/pl/touk/nussknacker/sample/FlinkSampleComponentProvider.scala,3,1
/TouK/nussknacker-sample-components/blob/main/lite-components/src/test/scala/pl/touk/nussknacker/sample/SampleComponentProviderLiteTest.scala,3,1
/TouK/nussknacker-sample-components/tree/main/components/src/main,3,1
/TouK/nussknacker-sample-components/tree/main/components/src/main/scala/pl/touk/nussknacker/sample,3,1
/TouK/nussknacker-sample-components/tree/main/docker,3,1
