time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-13 00:00:00+00:00,333,7,636,54
2024-02-14 00:00:00+00:00,359,5,540,49
2024-02-15 00:00:00+00:00,321,7,416,57
2024-02-16 00:00:00+00:00,538,9,729,74
2024-02-17 00:00:00+00:00,185,6,300,47
2024-02-18 00:00:00+00:00,42,11,89,48
2024-02-19 00:00:00+00:00,331,9,508,67
2024-02-20 00:00:00+00:00,249,8,632,64
2024-02-21 00:00:00+00:00,332,9,554,62
2024-02-22 00:00:00+00:00,143,8,368,60
2024-02-23 00:00:00+00:00,227,4,222,53
2024-02-24 00:00:00+00:00,57,6,76,34
2024-02-25 00:00:00+00:00,34,11,53,19
2024-02-26 00:00:00+00:00,148,6,403,33
