referrer,views_total,views_unique
Google,154,26
github.com,103,18
nussknacker.io,61,10
Bing,18,1
touk-jira.atlassian.net,16,1
m.sogou.com,2,1
stackoverflow.com,1,1
chatgpt.com,1,1
jira.playmobile.pl,1,1
libhunt.com,1,1
