referrer,views_total,views_unique
github.com,84,24
Google,83,25
nussknacker.io,28,16
touk-jira.atlassian.net,5,3
chatgpt.com,5,1
Bing,3,2
nussknacker.medium.com,3,1
mail.google.com,3,1
DuckDuckGo,2,2
search.brave.com,2,1
