time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-13 00:00:00+00:00,246,36,219,17
2025-05-14 00:00:00+00:00,249,50,173,14
2025-05-15 00:00:00+00:00,303,41,204,17
2025-05-16 00:00:00+00:00,436,46,366,30
2025-05-17 00:00:00+00:00,51,13,21,7
2025-05-18 00:00:00+00:00,82,21,78,10
2025-05-19 00:00:00+00:00,229,31,191,16
2025-05-20 00:00:00+00:00,257,33,203,22
2025-05-21 00:00:00+00:00,1598,62,346,25
2025-05-22 00:00:00+00:00,465,43,293,29
2025-05-23 00:00:00+00:00,491,40,406,20
2025-05-24 00:00:00+00:00,56,8,14,8
2025-05-25 00:00:00+00:00,203,24,80,13
2025-05-26 00:00:00+00:00,634,28,344,28
