referrer,views_total,views_unique
nussknacker.io,319,124
github.com,292,31
Google,125,27
mail.google.com,7,1
libhunt.com,2,2
linkedin.com,2,1
mvnrepository.com,1,1
Bing,1,1
manuzhang.github.io,1,1
t.co,1,1
