referrer,views_total,views_unique
github.com,81,27
Google,75,29
nussknacker.io,32,16
touk-jira.atlassian.net,16,3
chatgpt.com,5,1
Bing,3,2
mail.google.com,3,1
DuckDuckGo,2,2
jira.playmobile.pl,2,1
deepwiki.com,1,1
