referrer,views_total,views_unique
github.com,98,28
nussknacker.io,88,50
Google,85,30
jira.playmobile.pl,13,3
touk.pl,3,1
com.google.android.gm,2,1
m.sogou.com,2,1
yandex.ru,1,1
mail.google.com,1,1
cn.bing.com,1,1
